bw_req,latency_req,priority,prb_usage,queue_len,hour_of_day,prb_allocated,expected_latency,sla_ok,type_emergency,type_industry,type_normal
4.911,10,3,58.8,21,7,31,10.21,0,True,False,False
0.532,200,1,68.8,3,23,9,147.0,1,False,False,True
0.641,200,1,63.8,22,3,8,155.26,1,False,False,True
0.607,200,1,64.2,24,21,9,152.9,1,False,False,True
6.343,10,3,41.7,23,4,32,4.99,1,True,False,False
0.416,200,1,49.1,8,6,11,133.68,1,False,False,True
0.476,200,1,69.5,29,2,10,151.58,1,False,False,True
1.887,50,2,67.4,27,12,15,39.76,1,False,True,False
0.642,200,1,92.0,31,15,9,163.74,1,False,False,True
1.856,50,2,49.6,39,22,19,39.11,1,False,True,False
0.551,200,1,96.4,2,13,9,157.69,1,False,False,True
0.464,200,1,82.4,42,23,9,159.03,1,False,False,True
0.529,200,1,63.3,19,16,7,160.08,1,False,False,True
0.591,200,1,78.0,28,23,8,160.64,1,False,False,True
2.553,50,2,50.7,41,5,18,38.52,1,False,True,False
0.477,200,1,64.7,48,11,10,154.24,1,False,False,True
2.355,50,2,66.0,45,15,15,42.46,1,False,True,False
2.579,50,2,64.1,45,17,18,41.01,1,False,True,False
0.595,200,1,44.2,9,0,9,141.28,1,False,False,True
0.424,200,1,80.8,36,23,8,164.66,1,False,False,True
0.457,200,1,70.7,44,3,8,166.04,1,False,False,True
2.068,50,2,65.9,35,7,16,40.02,1,False,True,False
0.44,200,1,84.6,6,23,11,144.91,1,False,False,True
0.528,200,1,57.8,31,6,6,189.01,1,False,False,True
5.957,10,3,86.5,27,4,30,10.09,0,True,False,False
1.651,50,2,40.4,41,21,19,34.78,1,False,True,False
2.102,50,2,41.6,37,20,20,35.96,1,False,True,False
2.243,50,2,63.1,18,0,18,37.54,1,False,True,False
0.523,200,1,71.8,8,13,11,140.35,1,False,False,True
0.447,200,1,60.6,36,21,10,150.01,1,False,False,True
0.574,200,1,70.9,43,14,9,159.34,1,False,False,True
0.517,200,1,81.6,41,16,8,167.25,1,False,False,True
2.103,50,2,56.6,18,16,18,36.72,1,False,True,False
0.535,200,1,44.8,24,5,9,147.29,1,False,False,True
0.581,200,1,56.2,32,12,8,156.58,1,False,False,True
0.586,200,1,77.6,30,16,7,168.78,1,False,False,True
2.197,50,2,80.2,37,15,17,39.96,1,False,True,False
0.511,200,1,85.0,33,18,7,170.56,1,False,False,True
2.183,50,2,82.2,20,16,17,40.03,1,False,True,False
2.361,50,2,82.4,29,23,17,41.35,1,False,True,False
0.439,200,1,76.1,14,8,8,159.02,1,False,False,True
2.293,50,2,59.2,36,11,17,39.4,1,False,True,False
0.62,200,1,77.0,20,0,6,190.89,1,False,False,True
0.445,200,1,48.0,13,13,8,153.11,1,False,False,True
0.467,200,1,44.0,30,14,7,156.45,1,False,False,True
1.697,50,2,84.6,19,19,16,42.99,1,False,True,False
4.554,10,3,51.3,29,8,30,5.91,1,True,False,False
1.792,50,2,95.9,32,18,15,42.32,1,False,True,False
0.488,200,1,48.1,8,23,9,142.01,1,False,False,True
2.035,50,2,62.3,34,3,18,41.75,1,False,True,False
1.668,50,2,45.7,44,1,17,41.19,1,False,True,False
2.492,50,2,61.5,23,0,15,41.87,1,False,True,False
5.77,10,3,79.1,45,14,32,7.65,1,True,False,False
0.602,200,1,93.5,20,11,8,163.79,1,False,False,True
0.449,200,1,64.0,9,21,10,145.35,1,False,False,True
1.774,50,2,46.0,35,7,19,39.74,1,False,True,False
0.57,200,1,55.6,35,3,7,163.06,1,False,False,True
0.573,200,1,42.2,13,22,11,132.96,1,False,False,True
0.536,200,1,45.1,17,21,9,144.22,1,False,False,True
0.572,200,1,51.4,22,7,7,158.29,1,False,False,True
0.5,200,1,54.3,4,10,11,134.83,1,False,False,True
0.466,200,1,48.2,11,19,11,136.63,1,False,False,True
5.758,10,3,63.5,45,12,32,9.22,1,True,False,False
0.567,200,1,52.9,41,21,8,161.09,1,False,False,True
0.592,200,1,94.9,41,16,6,198.51,1,False,False,True
4.465,10,3,48.6,49,19,31,9.2,1,True,False,False
2.556,50,2,92.4,22,21,15,46.02,1,False,True,False
0.498,200,1,54.5,39,1,7,164.79,1,False,False,True
0.518,200,1,62.1,42,15,8,163.13,1,False,False,True
0.447,200,1,86.1,11,14,7,166.91,1,False,False,True
0.428,200,1,70.3,16,3,8,158.78,1,False,False,True
0.56,200,1,71.8,22,22,9,152.88,1,False,False,True
0.6,200,1,93.1,44,10,7,178.33,1,False,False,True
0.619,200,1,82.0,16,1,6,192.83,1,False,False,True
0.451,200,1,95.0,18,19,5,225.63,0,False,False,True
0.502,200,1,76.2,33,22,8,162.09,1,False,False,True
0.483,200,1,90.4,42,3,5,230.39,0,False,False,True
1.677,50,2,45.5,26,13,19,38.49,1,False,True,False
0.535,200,1,84.0,44,1,7,172.28,1,False,False,True
0.581,200,1,57.2,17,2,6,180.94,1,False,False,True
5.298,10,3,57.7,25,8,30,5.94,1,True,False,False
0.487,200,1,50.2,34,9,10,141.81,1,False,False,True
0.475,200,1,90.7,5,19,11,143.73,1,False,False,True
5.815,10,3,73.6,1,19,30,10.7,0,True,False,False
0.577,200,1,53.2,1,6,14,113.42,1,False,False,True
0.48,200,1,62.7,15,19,6,187.96,1,False,False,True
0.521,200,1,52.1,7,18,12,125.99,1,False,False,True
2.378,50,2,77.1,19,10,15,44.13,1,False,True,False
0.459,200,1,81.5,27,13,6,190.65,1,False,False,True
0.452,200,1,63.3,10,10,8,155.72,1,False,False,True
4.813,10,3,78.7,33,21,30,8.68,1,True,False,False
0.648,200,1,96.1,2,4,10,152.43,1,False,False,True
0.527,200,1,69.5,42,7,9,155.33,1,False,False,True
2.168,50,2,69.4,40,19,15,39.5,1,False,True,False
0.431,200,1,71.7,29,12,5,225.59,0,False,False,True
0.441,200,1,55.1,10,7,9,144.37,1,False,False,True
2.421,50,2,51.3,16,19,16,39.7,1,False,True,False
2.345,50,2,82.9,46,21,15,43.97,1,False,True,False
2.514,50,2,56.6,31,4,15,39.18,1,False,True,False
1.91,50,2,65.1,24,4,17,38.33,1,False,True,False
0.459,200,1,95.8,42,18,8,169.6,1,False,False,True
0.527,200,1,85.5,33,8,5,230.92,0,False,False,True
1.726,50,2,42.3,49,3,19,38.98,1,False,True,False
1.971,50,2,62.3,5,17,22,37.06,1,False,True,False
2.523,50,2,62.1,15,20,15,39.32,1,False,True,False
0.479,200,1,46.2,26,3,11,133.52,1,False,False,True
2.375,50,2,91.6,14,22,15,41.65,1,False,True,False
0.529,200,1,90.8,26,12,8,169.7,1,False,False,True
0.445,200,1,42.8,12,6,7,158.11,1,False,False,True
1.981,50,2,87.1,7,5,19,40.54,1,False,True,False
0.519,200,1,83.2,9,16,7,168.63,1,False,False,True
0.627,200,1,75.8,38,5,9,157.88,1,False,False,True
0.455,200,1,86.4,35,13,9,159.92,1,False,False,True
0.443,200,1,42.9,40,14,9,149.51,1,False,False,True
4.196,10,3,61.8,26,9,30,8.35,1,True,False,False
5.648,10,3,76.9,2,3,30,5.92,1,True,False,False
0.615,200,1,48.7,20,5,9,147.99,1,False,False,True
2.082,50,2,68.4,34,13,15,44.32,1,False,True,False
1.817,50,2,89.1,41,2,15,46.57,1,False,True,False
4.578,10,3,47.6,14,12,32,8.05,1,True,False,False
5.183,10,3,79.3,37,6,30,7.5,1,True,False,False
0.416,200,1,68.1,3,9,11,137.16,1,False,False,True
1.687,50,2,73.0,29,7,15,40.53,1,False,True,False
0.493,200,1,79.3,37,22,9,160.19,1,False,False,True
0.539,200,1,83.0,32,20,9,160.49,1,False,False,True
0.497,200,1,56.0,23,15,7,164.2,1,False,False,True
6.188,10,3,73.3,45,23,30,9.79,1,True,False,False
0.545,200,1,62.9,42,22,9,157.44,1,False,False,True
6.494,10,3,48.0,4,23,31,9.1,1,True,False,False
0.488,200,1,41.0,34,13,9,145.04,1,False,False,True
0.535,200,1,54.0,38,8,8,155.71,1,False,False,True
0.416,200,1,74.2,29,0,5,223.64,0,False,False,True
0.413,200,1,72.7,46,1,5,225.45,0,False,False,True
0.479,200,1,83.7,24,1,5,228.43,0,False,False,True
1.778,50,2,65.7,12,20,19,34.99,1,False,True,False
0.523,200,1,52.8,45,10,8,160.0,1,False,False,True
0.567,200,1,86.8,26,14,7,168.54,1,False,False,True
1.994,50,2,87.9,28,21,15,43.21,1,False,True,False
0.625,200,1,81.7,41,19,7,175.28,1,False,False,True
0.414,200,1,83.5,22,16,7,170.46,1,False,False,True
0.619,200,1,49.4,36,23,7,159.63,1,False,False,True
0.541,200,1,63.2,5,7,9,151.34,1,False,False,True
0.6,200,1,61.7,36,5,8,157.94,1,False,False,True
2.067,50,2,81.5,37,14,15,42.51,1,False,True,False
0.416,200,1,58.3,44,13,10,150.74,1,False,False,True
2.14,50,2,92.9,23,0,16,40.31,1,False,True,False
0.539,200,1,42.6,35,11,11,138.95,1,False,False,True
1.918,50,2,66.4,17,20,15,39.57,1,False,True,False
1.712,50,2,94.4,8,10,15,42.38,1,False,True,False
0.633,200,1,66.2,48,0,7,170.04,1,False,False,True
0.597,200,1,94.2,21,6,9,162.06,1,False,False,True
6.418,10,3,90.8,12,5,30,6.96,1,True,False,False
0.432,200,1,64.9,3,21,10,143.71,1,False,False,True
6.214,10,3,76.1,36,20,32,7.67,1,True,False,False
2.251,50,2,58.6,47,23,15,42.1,1,False,True,False
0.437,200,1,62.6,45,18,9,157.59,1,False,False,True
0.627,200,1,76.0,40,9,9,161.25,1,False,False,True
2.136,50,2,46.5,2,16,24,34.21,1,False,True,False
2.391,50,2,56.7,42,17,15,43.36,1,False,True,False
5.772,10,3,73.0,6,23,30,6.63,1,True,False,False
2.336,50,2,71.4,6,15,17,41.05,1,False,True,False
0.628,200,1,82.9,26,13,7,172.07,1,False,False,True
0.41,200,1,83.2,25,3,7,172.29,1,False,False,True
1.883,50,2,52.8,31,3,19,39.89,1,False,True,False
0.613,200,1,88.2,32,13,7,171.73,1,False,False,True
0.401,200,1,83.6,39,10,9,163.51,1,False,False,True
4.131,10,3,92.9,14,23,30,9.93,1,True,False,False
0.515,200,1,81.3,2,23,12,135.85,1,False,False,True
0.573,200,1,95.8,10,21,7,167.97,1,False,False,True
4.079,10,3,79.8,15,22,30,9.0,1,True,False,False
2.154,50,2,40.4,38,10,17,37.35,1,False,True,False
0.637,200,1,62.3,8,17,11,134.51,1,False,False,True
0.469,200,1,87.0,12,9,8,160.32,1,False,False,True
5.539,10,3,59.5,41,23,30,8.67,1,True,False,False
1.628,50,2,73.8,46,2,15,44.58,1,False,True,False
0.472,200,1,79.5,19,19,6,193.92,1,False,False,True
0.503,200,1,48.5,27,20,8,153.11,1,False,False,True
0.501,200,1,45.7,29,2,9,146.19,1,False,False,True
0.602,200,1,41.0,48,13,8,153.67,1,False,False,True
1.918,50,2,82.5,13,11,17,38.03,1,False,True,False
0.526,200,1,72.2,27,6,6,190.93,1,False,False,True
0.532,200,1,47.6,33,4,8,154.75,1,False,False,True
0.619,200,1,91.6,31,12,9,162.74,1,False,False,True
1.818,50,2,88.2,34,7,16,42.98,1,False,True,False
0.599,200,1,61.2,39,20,10,149.59,1,False,False,True
0.488,200,1,93.4,45,3,6,199.29,1,False,False,True
0.438,200,1,76.5,4,1,8,156.81,1,False,False,True
0.633,200,1,94.5,5,21,6,192.87,1,False,False,True
2.169,50,2,87.7,42,3,15,42.17,1,False,True,False
0.472,200,1,59.6,42,2,8,158.05,1,False,False,True
0.507,200,1,59.4,41,17,9,156.21,1,False,False,True
0.489,200,1,54.9,39,12,10,147.8,1,False,False,True
0.414,200,1,71.9,40,20,5,224.69,0,False,False,True
0.51,200,1,56.4,22,15,10,142.66,1,False,False,True
2.312,50,2,47.9,22,4,16,37.96,1,False,True,False
0.52,200,1,91.5,15,20,9,158.59,1,False,False,True
1.899,50,2,47.4,41,5,15,43.39,1,False,True,False
2.399,50,2,68.1,30,16,17,43.22,1,False,True,False
2.317,50,2,45.6,19,5,16,36.09,1,False,True,False
0.444,200,1,46.4,41,12,8,154.81,1,False,False,True
0.641,200,1,52.0,48,0,7,167.62,1,False,False,True
0.426,200,1,60.4,5,18,10,139.86,1,False,False,True
0.406,200,1,95.9,49,13,5,237.41,0,False,False,True
0.582,200,1,73.4,37,5,6,193.08,1,False,False,True
2.587,50,2,52.0,36,22,15,41.4,1,False,True,False
0.445,200,1,57.4,25,4,8,159.42,1,False,False,True
1.67,50,2,72.5,1,19,22,37.98,1,False,True,False
2.44,50,2,81.0,13,13,16,43.32,1,False,True,False
0.594,200,1,87.8,11,21,7,168.09,1,False,False,True
2.438,50,2,90.9,30,11,15,41.9,1,False,True,False
6.39,10,3,40.8,39,18,30,9.31,1,True,False,False
0.501,200,1,45.2,34,0,11,136.28,1,False,False,True
0.527,200,1,53.2,32,15,7,161.3,1,False,False,True
0.518,200,1,78.1,26,9,5,226.38,0,False,False,True
0.433,200,1,59.1,24,17,8,157.15,1,False,False,True
0.534,200,1,88.4,35,16,6,197.77,1,False,False,True
0.552,200,1,55.1,23,5,8,155.93,1,False,False,True
2.284,50,2,54.6,47,7,16,43.54,1,False,True,False
0.496,200,1,87.6,13,22,9,157.79,1,False,False,True
0.461,200,1,82.0,15,15,8,163.74,1,False,False,True
0.617,200,1,77.4,23,16,6,190.71,1,False,False,True
0.458,200,1,78.0,5,18,10,146.13,1,False,False,True
2.106,50,2,54.8,46,23,16,38.78,1,False,True,False
4.682,10,3,44.7,47,20,30,8.35,1,True,False,False
0.58,200,1,66.9,18,11,7,161.17,1,False,False,True
1.68,50,2,87.4,35,21,15,44.85,1,False,True,False
0.434,200,1,76.8,11,5,7,166.19,1,False,False,True
2.348,50,2,46.2,20,11,19,34.3,1,False,True,False
0.46,200,1,80.6,20,2,6,191.11,1,False,False,True
0.519,200,1,63.9,23,7,10,146.11,1,False,False,True
2.183,50,2,80.0,46,7,17,39.22,1,False,True,False
1.907,50,2,85.8,32,2,17,38.83,1,False,True,False
0.501,200,1,59.1,3,23,10,138.34,1,False,False,True
0.531,200,1,84.1,12,3,7,167.81,1,False,False,True
0.563,200,1,79.9,49,13,5,229.91,0,False,False,True
1.608,50,2,79.2,45,15,16,42.16,1,False,True,False
0.536,200,1,80.0,17,18,9,157.56,1,False,False,True
0.495,200,1,96.3,26,20,6,198.84,1,False,False,True
1.772,50,2,66.9,38,20,16,43.56,1,False,True,False
0.518,200,1,70.6,28,3,10,152.13,1,False,False,True
4.206,10,3,57.9,24,9,30,4.94,1,True,False,False
5.08,10,3,46.0,21,22,30,6.74,1,True,False,False
1.785,50,2,89.4,42,16,15,46.33,1,False,True,False
2.065,50,2,46.1,44,22,18,37.71,1,False,True,False
2.041,50,2,66.3,28,11,15,43.07,1,False,True,False
0.605,200,1,70.9,18,22,10,149.71,1,False,False,True
2.091,50,2,40.3,41,14,19,36.29,1,False,True,False
1.962,50,2,92.3,37,12,15,45.11,1,False,True,False
2.43,50,2,74.5,12,13,15,41.08,1,False,True,False
0.433,200,1,55.1,17,11,10,139.93,1,False,False,True
0.435,200,1,88.9,4,10,7,168.54,1,False,False,True
0.616,200,1,89.8,5,7,9,159.43,1,False,False,True
0.593,200,1,81.1,42,20,7,172.57,1,False,False,True
0.474,200,1,77.3,4,11,12,137.08,1,False,False,True
2.326,50,2,94.6,47,11,15,42.68,1,False,True,False
0.574,200,1,40.8,42,13,8,152.0,1,False,False,True
0.515,200,1,69.8,37,8,8,160.71,1,False,False,True
0.553,200,1,77.5,36,4,6,191.2,1,False,False,True
5.033,10,3,58.6,31,3,32,6.54,1,True,False,False
0.625,200,1,58.8,2,4,9,145.32,1,False,False,True
6.129,10,3,65.4,29,22,30,8.14,1,True,False,False
0.471,200,1,75.5,23,8,7,169.05,1,False,False,True
0.488,200,1,67.6,7,5,10,145.94,1,False,False,True
2.543,50,2,58.9,1,22,23,34.98,1,False,True,False
0.538,200,1,42.3,43,7,11,140.74,1,False,False,True
4.73,10,3,47.9,44,4,32,6.99,1,True,False,False
0.564,200,1,75.1,22,10,9,158.17,1,False,False,True
0.545,200,1,44.7,10,3,12,127.39,1,False,False,True
1.662,50,2,72.4,2,17,21,38.55,1,False,True,False
2.323,50,2,69.5,26,3,16,38.21,1,False,True,False
0.416,200,1,74.9,2,8,10,146.35,1,False,False,True
5.015,10,3,51.2,34,8,30,6.21,1,True,False,False
1.734,50,2,63.0,47,6,18,38.11,1,False,True,False
1.755,50,2,62.4,43,21,15,41.73,1,False,True,False
0.567,200,1,70.9,30,22,6,187.75,1,False,False,True
0.535,200,1,46.5,49,23,10,149.22,1,False,False,True
2.489,50,2,63.6,47,17,16,43.74,1,False,True,False
1.775,50,2,92.2,25,16,16,44.29,1,False,True,False
2.045,50,2,72.2,45,8,15,44.85,1,False,True,False
1.821,50,2,59.0,22,4,15,42.61,1,False,True,False
0.492,200,1,73.2,2,0,10,142.94,1,False,False,True
0.414,200,1,65.2,29,4,9,151.2,1,False,False,True
1.69,50,2,67.7,20,14,17,37.37,1,False,True,False
2.488,50,2,92.3,28,8,15,43.51,1,False,True,False
2.547,50,2,52.3,29,0,17,39.39,1,False,True,False
0.627,200,1,72.4,2,13,8,157.62,1,False,False,True
0.559,200,1,66.2,5,12,10,144.44,1,False,False,True
0.502,200,1,48.4,49,20,8,157.15,1,False,False,True
2.142,50,2,50.0,6,1,20,33.5,1,False,True,False
6.002,10,3,83.3,8,8,30,6.54,1,True,False,False
2.065,50,2,90.0,11,19,17,39.36,1,False,True,False
1.664,50,2,92.0,5,19,18,42.17,1,False,True,False
0.437,200,1,67.1,44,22,9,156.75,1,False,False,True
0.553,200,1,43.3,44,8,8,157.04,1,False,False,True
0.609,200,1,70.8,19,3,9,152.93,1,False,False,True
0.444,200,1,69.0,6,11,12,131.62,1,False,False,True
2.414,50,2,80.0,9,3,15,43.91,1,False,True,False
0.524,200,1,52.3,13,14,7,156.05,1,False,False,True
1.712,50,2,93.9,2,1,18,38.54,1,False,True,False
5.292,10,3,90.5,6,8,30,7.48,1,True,False,False
0.566,200,1,63.8,19,9,10,144.48,1,False,False,True
4.123,10,3,41.2,8,13,30,6.99,1,True,False,False
0.638,200,1,66.6,30,16,8,158.84,1,False,False,True
2.479,50,2,96.8,22,2,15,44.43,1,False,True,False
0.527,200,1,52.7,39,0,9,153.35,1,False,False,True
0.46,200,1,48.3,44,22,6,183.65,1,False,False,True
1.894,50,2,51.2,22,10,17,38.59,1,False,True,False
0.446,200,1,43.3,18,8,8,149.39,1,False,False,True
1.621,50,2,68.3,48,10,15,42.84,1,False,True,False
0.644,200,1,84.9,3,9,10,150.17,1,False,False,True
0.409,200,1,85.1,19,21,8,165.49,1,False,False,True
0.467,200,1,45.2,20,3,9,145.84,1,False,False,True
0.466,200,1,59.4,11,0,7,158.93,1,False,False,True
2.135,50,2,59.9,33,9,18,36.43,1,False,True,False
0.409,200,1,43.7,39,1,11,138.02,1,False,False,True
0.486,200,1,54.5,17,23,6,184.16,1,False,False,True
0.425,200,1,69.5,24,14,7,167.88,1,False,False,True
1.938,50,2,81.4,23,3,15,43.9,1,False,True,False
0.428,200,1,81.5,17,12,7,166.31,1,False,False,True
0.551,200,1,54.6,48,18,9,155.13,1,False,False,True
1.607,50,2,91.8,20,15,16,40.66,1,False,True,False
0.555,200,1,89.7,18,0,8,165.27,1,False,False,True
2.186,50,2,84.4,27,23,15,40.25,1,False,True,False
0.426,200,1,47.8,25,13,6,184.35,1,False,False,True
0.519,200,1,69.1,35,23,9,157.29,1,False,False,True
0.56,200,1,92.1,25,18,9,160.48,1,False,False,True
0.591,200,1,89.5,1,23,8,161.3,1,False,False,True
0.646,200,1,51.6,3,22,10,136.82,1,False,False,True
5.088,10,3,59.2,18,7,30,7.75,1,True,False,False
2.131,50,2,73.8,4,2,17,41.18,1,False,True,False
0.58,200,1,52.9,49,12,6,189.38,1,False,False,True
2.263,50,2,77.0,47,1,16,44.29,1,False,True,False
2.158,50,2,65.0,40,0,16,42.05,1,False,True,False
0.451,200,1,74.7,1,3,8,154.85,1,False,False,True
2.544,50,2,63.4,23,13,16,37.41,1,False,True,False
2.173,50,2,58.5,42,17,15,40.73,1,False,True,False
0.451,200,1,58.6,47,9,10,149.06,1,False,False,True
1.753,50,2,48.0,5,13,20,36.99,1,False,True,False
0.595,200,1,84.3,15,2,5,222.3,0,False,False,True
0.438,200,1,96.5,42,19,5,232.12,0,False,False,True
0.541,200,1,96.6,19,19,5,231.38,0,False,False,True
2.321,50,2,44.6,17,13,17,40.62,1,False,True,False
0.576,200,1,40.4,45,6,11,140.79,1,False,False,True
0.644,200,1,43.5,40,23,7,160.07,1,False,False,True
0.591,200,1,84.3,35,11,8,165.28,1,False,False,True
2.467,50,2,57.5,14,12,15,38.08,1,False,True,False
0.51,200,1,88.6,17,4,5,223.28,0,False,False,True
0.539,200,1,54.9,32,1,8,157.39,1,False,False,True
0.535,200,1,88.9,46,10,6,197.25,1,False,False,True
0.514,200,1,68.4,43,1,7,169.51,1,False,False,True
0.622,200,1,69.3,41,7,6,194.76,1,False,False,True
0.511,200,1,91.5,27,12,8,169.59,1,False,False,True
5.538,10,3,78.0,33,15,30,6.4,1,True,False,False
0.612,200,1,59.5,11,12,11,140.05,1,False,False,True
6.245,10,3,96.9,30,21,32,6.96,1,True,False,False
0.638,200,1,90.0,46,15,9,165.39,1,False,False,True
2.31,50,2,75.2,38,21,15,45.42,1,False,True,False
0.554,200,1,64.0,5,11,11,139.2,1,False,False,True
2.005,50,2,78.4,48,14,17,41.92,1,False,True,False
0.603,200,1,56.1,13,22,8,151.73,1,False,False,True
0.424,200,1,50.2,20,22,9,145.43,1,False,False,True
2.02,50,2,84.0,16,19,15,43.18,1,False,True,False
1.665,50,2,76.2,40,15,16,44.47,1,False,True,False
1.651,50,2,74.0,32,1,16,44.37,1,False,True,False
0.534,200,1,45.1,17,9,9,145.24,1,False,False,True
0.503,200,1,53.4,25,13,10,143.06,1,False,False,True
0.461,200,1,72.6,41,6,9,155.93,1,False,False,True
1.639,50,2,78.2,2,19,18,40.99,1,False,True,False
0.407,200,1,84.3,8,16,10,152.04,1,False,False,True
0.596,200,1,86.8,26,10,5,228.1,0,False,False,True
0.51,200,1,40.3,29,15,11,132.12,1,False,False,True
0.555,200,1,77.2,30,7,6,195.28,1,False,False,True
6.21,10,3,63.4,20,5,32,4.8,1,True,False,False
1.897,50,2,93.6,37,2,15,41.73,1,False,True,False
5.489,10,3,76.9,20,2,30,6.34,1,True,False,False
1.969,50,2,56.3,42,17,16,39.07,1,False,True,False
1.871,50,2,45.2,9,2,19,35.67,1,False,True,False
2.528,50,2,49.3,8,0,19,35.53,1,False,True,False
2.244,50,2,64.1,35,7,17,37.41,1,False,True,False
0.622,200,1,64.4,44,11,10,150.36,1,False,False,True
0.469,200,1,75.0,33,4,5,224.02,0,False,False,True
0.63,200,1,43.9,38,21,10,145.61,1,False,False,True
0.529,200,1,54.2,18,16,6,181.38,1,False,False,True
1.917,50,2,69.5,41,10,15,43.82,1,False,True,False
0.583,200,1,87.8,28,12,7,174.1,1,False,False,True
2.266,50,2,94.6,34,12,15,45.02,1,False,True,False
0.632,200,1,87.0,43,2,8,169.57,1,False,False,True
2.496,50,2,50.2,45,11,16,37.63,1,False,True,False
0.565,200,1,67.3,17,11,6,187.59,1,False,False,True
2.04,50,2,83.1,31,9,15,43.72,1,False,True,False
1.915,50,2,59.7,12,16,19,35.03,1,False,True,False
0.478,200,1,44.3,15,13,9,147.0,1,False,False,True
5.443,10,3,43.4,41,1,31,4.68,1,True,False,False
0.53,200,1,46.9,43,21,10,144.27,1,False,False,True
0.607,200,1,77.1,16,9,5,222.65,0,False,False,True
0.434,200,1,78.5,28,14,8,163.08,1,False,False,True
0.475,200,1,43.4,28,12,10,143.05,1,False,False,True
0.571,200,1,91.9,34,7,7,172.34,1,False,False,True
5.893,10,3,93.2,24,16,31,5.24,1,True,False,False
0.511,200,1,50.2,28,23,10,145.55,1,False,False,True
0.64,200,1,47.7,2,3,11,131.94,1,False,False,True
0.545,200,1,75.4,23,22,6,192.24,1,False,False,True
1.761,50,2,46.3,2,16,21,32.42,1,False,True,False
0.412,200,1,95.5,10,10,7,173.38,1,False,False,True
0.526,200,1,69.5,35,4,9,154.56,1,False,False,True
0.473,200,1,50.9,9,19,11,132.14,1,False,False,True
0.491,200,1,41.2,42,2,10,145.72,1,False,False,True
6.071,10,3,73.7,12,14,32,10.41,0,True,False,False
1.677,50,2,62.6,40,10,16,41.04,1,False,True,False
0.624,200,1,46.0,24,9,11,133.11,1,False,False,True
0.54,200,1,75.6,49,9,9,160.68,1,False,False,True
0.42,200,1,57.1,13,23,8,155.44,1,False,False,True
4.037,10,3,67.8,25,2,32,7.69,1,True,False,False
0.609,200,1,70.7,6,9,8,153.72,1,False,False,True
0.636,200,1,54.6,45,0,6,186.64,1,False,False,True
0.635,200,1,72.0,37,3,8,161.71,1,False,False,True
0.429,200,1,68.9,6,14,8,157.23,1,False,False,True
2.215,50,2,63.2,41,12,15,43.21,1,False,True,False
0.559,200,1,58.1,12,4,10,140.99,1,False,False,True
5.453,10,3,87.0,10,14,30,10.43,0,True,False,False
0.599,200,1,85.7,16,12,5,226.01,0,False,False,True
1.974,50,2,89.6,12,23,15,42.93,1,False,True,False
0.573,200,1,72.4,26,17,7,167.99,1,False,False,True
2.054,50,2,71.6,45,4,15,45.6,1,False,True,False
0.566,200,1,63.5,12,3,10,141.9,1,False,False,True
0.545,200,1,85.9,8,22,6,190.33,1,False,False,True
0.563,200,1,63.2,49,18,10,148.85,1,False,False,True
2.256,50,2,76.5,46,21,15,45.17,1,False,True,False
1.765,50,2,53.2,16,11,16,39.57,1,False,True,False
2.521,50,2,92.3,21,12,15,42.76,1,False,True,False
0.446,200,1,80.9,18,4,7,170.85,1,False,False,True
4.112,10,3,82.1,7,1,30,9.22,1,True,False,False
0.561,200,1,46.8,23,4,11,138.71,1,False,False,True
0.423,200,1,64.1,29,6,6,186.3,1,False,False,True
0.537,200,1,95.5,3,9,7,168.51,1,False,False,True
0.523,200,1,51.2,36,19,10,144.63,1,False,False,True
0.503,200,1,41.1,45,0,11,138.57,1,False,False,True
5.643,10,3,71.7,32,23,31,9.08,1,True,False,False
0.537,200,1,78.5,18,3,6,192.46,1,False,False,True
0.494,200,1,77.3,18,9,8,162.5,1,False,False,True
1.723,50,2,54.7,32,4,16,40.13,1,False,True,False
0.617,200,1,63.5,4,17,10,144.04,1,False,False,True
0.528,200,1,93.9,13,17,6,193.62,1,False,False,True
0.599,200,1,68.1,6,4,8,154.03,1,False,False,True
1.811,50,2,56.6,3,2,24,31.29,1,False,True,False
0.509,200,1,91.5,17,16,8,164.0,1,False,False,True
1.86,50,2,67.6,33,2,15,40.48,1,False,True,False
2.387,50,2,67.6,16,23,16,40.79,1,False,True,False
0.632,200,1,84.6,38,7,9,159.77,1,False,False,True
0.641,200,1,41.8,36,2,7,159.76,1,False,False,True
0.5,200,1,81.1,37,5,6,193.78,1,False,False,True
6.18,10,3,74.5,29,16,31,8.75,1,True,False,False
0.579,200,1,61.9,22,17,6,186.87,1,False,False,True
0.553,200,1,70.4,1,18,10,145.25,1,False,False,True
1.862,50,2,40.6,22,1,16,35.91,1,False,True,False
0.594,200,1,62.0,20,15,7,162.09,1,False,False,True
5.407,10,3,56.8,35,1,31,6.84,1,True,False,False
0.412,200,1,73.3,23,1,9,155.94,1,False,False,True
0.613,200,1,76.1,31,2,5,222.21,0,False,False,True
1.723,50,2,45.4,17,9,15,38.86,1,False,True,False
2.166,50,2,93.1,32,21,15,43.53,1,False,True,False
1.662,50,2,69.8,49,16,15,44.41,1,False,True,False
4.128,10,3,44.3,4,22,31,4.59,1,True,False,False
0.425,200,1,93.0,28,9,6,198.57,1,False,False,True
